Date,Employee ID,Status,Relaxation,Entered By,Comment,Approval,Rejection Comment
19-Jan,,P,,,,,
20-Jan,,P,,,,,
21-Jan,,P,,,,,
22-Jan,,P,,,,,
23-Jan,,P,,,,,
24-Jan,,WOFF,,,,,
25-Jan,,WOFF,,,,,
26-Jan,,HOL,,,,,
27-Jan,,P,,,,,
28-Jan,,P,,,,,
29-Jan,,P,,,,,
30-Jan,,P,,,,,
31-Jan,,WOFF,,,,,
