FSN,WriterID,Article Date,Source,Type,BU,Super-Category,Category,Sub-Category,Vertical,Brand,Word Count,Upload Link,Reference Link,Rewrite Ticket
9789350377017,62182,2015-02-12,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Academic,Academic & Professional,Franksons,112,http://www.flipkart.com/search?q=9789350377017,NA,No
9788131760291,62182,2015-02-12,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Academic,Academic & Professional,Pearson,139,http://www.flipkart.com/search?q=9788131760291,NA,No
9788131234945,62182,2015-02-12,Inhouse,Regular Description,FMCGAndOthers,Book,Book,Books-Academic,Academic & Professional,Elsevier,155,http://www.flipkart.com/search?q=9788131234945,NA,No
WATDJ5YXKHXQKHR3,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,MenWristWatch,Casio,250,http://www.flipkart.com/search?q=WATDJ5YXKHXQKHR3,NA,No
WATDWAHYJXHKFTDT,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Sonata,250,http://www.flipkart.com/search?q=WATDWAHYJXHKFTDT,NA,No
WATDG6J6DAVHVPYH,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,MenWristWatch,Fastrack,250,http://www.flipkart.com/search?q=WATDG6J6DAVHVPYH,NA,No
WATDGD466XJG8YPN,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WomenWristWatch,Fossil,250,http://www.flipkart.com/search?q=WATDGD466XJG8YPN,NA,No
WATDSPFYYCXBW3SR,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,MenWristWatch,Sonata,250,http://www.flipkart.com/search?q=WATDSPFYYCXBW3SR,NA,No
WATEF3HQYAEHBJZC,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WomenWristWatch,Titan,250,http://www.flipkart.com/search?q=WATEF3HQYAEHBJZC,NA,No
WATEFDVUYNEYUUN6,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,MenWristWatch,Timewel,250,http://www.flipkart.com/search?q=WATEFDVUYNEYUUN6,NA,No
WATDZFG93DHDW3NZ,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,MenWristWatch,Dezine,250,http://www.flipkart.com/search?q=WATDZFG93DHDW3NZ,NA,No
WATDTAKYGGUXHDGG,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WomenWristWatch,Fastrack,250,http://www.flipkart.com/search?q=WATDTAKYGGUXHDGG,NA,No
WATDZDGRZYHGBZP4,60952,2015-02-12,Inhouse,Rich Product Description,Lifestyle,LifestyleAccessory,Watch,WristWatch,WristWatch,Fastrack,250,http://www.flipkart.com/search?q=WATDZDGRZYHGBZP4,NA,No
TCVDKXHUGYEHXYSC,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Kitchen,KitchenTableCover,Swayam,100,http://www.flipkart.com/search?q=TCVDKXHUGYEHXYSC,NA,No
POSEFH52V59MYC3S,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,WallDecor,Poster,Manchester United,95,http://www.flipkart.com/search?q=POSEFH52V59MYC3S,NA,No
BDSDZ4EQJYQJFAZG,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Story @ Home,100,http://www.flipkart.com/search?q=BDSDZ4EQJYQJFAZG,NA,No
BDSDWSEQU2M2GZZ8,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Cenizas,106,http://www.flipkart.com/search?q=BDSDWSEQU2M2GZZ8,NA,No
BLAEFZVDUQVYJS2M,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Blanket,Home Candy,105,http://www.flipkart.com/search?q=BLAEFZVDUQVYJS2M,NA,No
DSTEFJJCNYKXQRQP,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Living,DiwanSet,Heritagefabs,107,http://www.flipkart.com/search?q=DSTEFJJCNYKXQRQP,NA,No
KLSDKWGJ5FHQZ6HH,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Kitchen,KitchenLinenSet,Swayam,100,http://www.flipkart.com/search?q=KLSDKWGJ5FHQZ6HH,NA,No
STIDZFQZMX9RBGTD,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,WallDecor,WallDecalAnSticker,SYGA,107,http://www.flipkart.com/search?q=STIDZFQZMX9RBGTD,NA,No
BDSDZC6GQ7XPHMNH,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Bombay Dyeing,111,http://www.flipkart.com/search?q=BDSDZC6GQ7XPHMNH,NA,No
APRDKWGKYHHBZAVV,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Kitchen,Apron,Swayam,115,http://www.flipkart.com/search?q=APRDKWGKYHHBZAVV,NA,No
STIDZ86SXNHNYFGC,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,WallDecor,WallDecalAnSticker,SYGA,100,http://www.flipkart.com/search?q=STIDZ86SXNHNYFGC,NA,No
HKHEY38QDGNEK5KS,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,TableDecor,Hookah,Basemet Bazaar,95,http://www.flipkart.com/search?q=HKHEY38QDGNEK5KS,NA,No
BDSEYSKPN3UHMRAX,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Ahmedabad,100,http://www.flipkart.com/search?q=BDSEYSKPN3UHMRAX,NA,No
BDSEYSKPC42CASHF,75028,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeFurnishing,HomeFurnishing,Bed,Bedsheet,Ahmedabad,110,http://www.flipkart.com/search?q=BDSEYSKPC42CASHF,NA,No
SHTE2ZJ7Z2NQKDXF,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MenCasualShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7Z2NQKDXF,NA,No
VESE2ZJB6DGJUGFK,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensVest,Max,43,http://www.flipkart.com/search?q=VESE2ZJB6DGJUGFK,NA,No
JCKE2ZKPM5KZYNDN,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensJacket,Max,68,http://www.flipkart.com/search?q=JCKE2ZKPM5KZYNDN,NA,No
KTAE2UX4JEG9GEKG,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,55,http://www.flipkart.com/search?q=KTAE2UX4JEG9GEKG,NA,No
KTAE2UX4NRYEWY8M,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,52,http://www.flipkart.com/search?q=KTAE2UX4NRYEWY8M,NA,No
KTAE2UX4RZPEJD68,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,43,http://www.flipkart.com/search?q=KTAE2UX4RZPEJD68,NA,No
KTAE2UX48MHCCGTW,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,50,http://www.flipkart.com/search?q=KTAE2UX48MHCCGTW,NA,No
KTAE2UX4FZHGK5FK,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,59,http://www.flipkart.com/search?q=KTAE2UX4FZHGK5FK,NA,No
KTAE2UX4P9FDSGFB,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,50,http://www.flipkart.com/search?q=KTAE2UX4P9FDSGFB,NA,No
KTAE2UX4TUMCHYJK,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,46,http://www.flipkart.com/search?q=KTAE2UX4TUMCHYJK,NA,No
KTAE2UX4CGJGURST,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,57,http://www.flipkart.com/search?q=KTAE2UX4CGJGURST,NA,No
KTAE2UX4FPA92GAM,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,49,http://www.flipkart.com/search?q=KTAE2UX4FPA92GAM,NA,No
KTAE2UX4ZZBAQCAS,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,58,http://www.flipkart.com/search?q=KTAE2UX4ZZBAQCAS,NA,No
KTAE2UX4QVQUHMZJ,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,53,http://www.flipkart.com/search?q=KTAE2UX4QVQUHMZJ,NA,No
KTAE2UX4ZWGGFPRW,75028,2015-02-12,Crowdsourced,Regular Description,Lifestyle,WomenClothing,WomenClothing,WomenClothing,WomenKurta,Max,48,http://www.flipkart.com/search?q=KTAE2UX4ZWGGFPRW,NA,No
SHTE2TVEYHFQUWGN,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2TVEYHFQUWGN,NA,No
SHTE2TVEXY4YUHND,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,61,http://www.flipkart.com/search?q=SHTE2TVEXY4YUHND,NA,No
SHTE2TVEW75V2QJ2,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,48,http://www.flipkart.com/search?q=SHTE2TVEW75V2QJ2,NA,No
SHTE2TVENG8XQHKD,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,60,http://www.flipkart.com/search?q=SHTE2TVENG8XQHKD,NA,No
SHTE2TVEVDEJFWNR,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2TVEVDEJFWNR,NA,No
SHTE2TVE5FG6JDBG,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,57,http://www.flipkart.com/search?q=SHTE2TVE5FG6JDBG,NA,No
SHTE2TVERGN8GGUC,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,54,http://www.flipkart.com/search?q=SHTE2TVERGN8GGUC,NA,No
SHTE2TVEJJYNVNMT,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2TVEJJYNVNMT,NA,No
SWSE2TVKJNCHHNXQ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensSweatshirt,Max,49,http://www.flipkart.com/search?q=SWSE2TVKJNCHHNXQ,NA,No
SWSE2TVKJRHS5FZD,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensSweatshirt,Max,52,http://www.flipkart.com/search?q=SWSE2TVKJRHS5FZD,NA,No
JEAE2ZHYZPGHDQJH,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensJean,Max,50,http://www.flipkart.com/search?q=JEAE2ZHYZPGHDQJH,NA,No
SHTE2ZJ7BFYDHXXX,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7BFYDHXXX,NA,No
SHTE2ZJ7MYMUGWKM,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7MYMUGWKM,NA,No
SHTE2ZJ7ABBZ4ZZV,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7ABBZ4ZZV,NA,No
SHTE2ZJ7KHQBQEGM,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7KHQBQEGM,NA,No
SHTE2ZJ7GZQHJHQ6,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7GZQHJHQ6,NA,No
SHTE2ZJ86HC5M5QZ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ86HC5M5QZ,NA,No
SHTE2ZJ8UDD4CY3K,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,53,http://www.flipkart.com/search?q=SHTE2ZJ8UDD4CY3K,NA,No
SHTE2ZJ8MEFJUBWB,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,53,http://www.flipkart.com/search?q=SHTE2ZJ8MEFJUBWB,NA,No
SHTE2ZJ8RR8YHDGS,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,53,http://www.flipkart.com/search?q=SHTE2ZJ8RR8YHDGS,NA,No
SHTE2ZJ8RUXKMXZ2,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,53,http://www.flipkart.com/search?q=SHTE2ZJ8RUXKMXZ2,NA,No
SHTE2ZJ7EVMMVW2A,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,54,http://www.flipkart.com/search?q=SHTE2ZJ7EVMMVW2A,NA,No
SHTE2ZJ7VQFFPFA9,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,54,http://www.flipkart.com/search?q=SHTE2ZJ7VQFFPFA9,NA,No
SHTE2ZJ7MTDVRFNX,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,54,http://www.flipkart.com/search?q=SHTE2ZJ7MTDVRFNX,NA,No
SHTE2ZJ7ZXNWTGZT,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,53,http://www.flipkart.com/search?q=SHTE2ZJ7ZXNWTGZT,NA,No
SHTE2ZJ7YKWHHQWN,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,54,http://www.flipkart.com/search?q=SHTE2ZJ7YKWHHQWN,NA,No
SHTE2ZJ7PDX4QRWJ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,39,http://www.flipkart.com/search?q=SHTE2ZJ7PDX4QRWJ,NA,No
SHTE2ZJ7UNZFGUVA,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,39,http://www.flipkart.com/search?q=SHTE2ZJ7UNZFGUVA,NA,No
SHTE2ZJ7HNGQDSHZ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,39,http://www.flipkart.com/search?q=SHTE2ZJ7HNGQDSHZ,NA,No
SHTE2ZJ7GFT3WHAC,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,39,http://www.flipkart.com/search?q=SHTE2ZJ7GFT3WHAC,NA,No
SHTE2ZJ7TNAZ6SZP,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,51,http://www.flipkart.com/search?q=SHTE2ZJ7TNAZ6SZP,NA,No
SHTE2ZJ7KTEHYV5J,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,51,http://www.flipkart.com/search?q=SHTE2ZJ7KTEHYV5J,NA,No
SHTE2ZJ7RHGJNGX8,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,51,http://www.flipkart.com/search?q=SHTE2ZJ7RHGJNGX8,NA,No
SHTE2ZJ78GVMMRFP,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,51,http://www.flipkart.com/search?q=SHTE2ZJ78GVMMRFP,NA,No
SHTE2ZJ7VY6H2KSR,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,57,http://www.flipkart.com/search?q=SHTE2ZJ7VY6H2KSR,NA,No
SHTE2ZJ7DGYJD64H,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,57,http://www.flipkart.com/search?q=SHTE2ZJ7DGYJD64H,NA,No
SHTE2ZJ7MNVFFEKD,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,57,http://www.flipkart.com/search?q=SHTE2ZJ7MNVFFEKD,NA,No
SHTE2ZJ7BYFZPVPT,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,57,http://www.flipkart.com/search?q=SHTE2ZJ7BYFZPVPT,NA,No
SHTE2ZJ7Q6QKYHPZ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,57,http://www.flipkart.com/search?q=SHTE2ZJ7Q6QKYHPZ,NA,No
SHTE2ZJ7VTV4QF54,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2ZJ7VTV4QF54,NA,No
SHTE2ZJ7PE3XAH4M,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,53,http://www.flipkart.com/search?q=SHTE2ZJ7PE3XAH4M,NA,No
SHTE2ZJ7PZSUCBND,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2ZJ7PZSUCBND,NA,No
SHTE2ZJ7XTZAYNSA,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,54,http://www.flipkart.com/search?q=SHTE2ZJ7XTZAYNSA,NA,No
SHTE2ZJ7WVWQYPHD,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2ZJ7WVWQYPHD,NA,No
SHTE2ZJ7K6CPUEGD,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,42,http://www.flipkart.com/search?q=SHTE2ZJ7K6CPUEGD,NA,No
SHTE2ZJ7VJHF8ZUF,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,42,http://www.flipkart.com/search?q=SHTE2ZJ7VJHF8ZUF,NA,No
SHTE2ZJ7YC4B9CXU,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,42,http://www.flipkart.com/search?q=SHTE2ZJ7YC4B9CXU,NA,No
SHTE2ZJ7EP9T5BG7,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,42,http://www.flipkart.com/search?q=SHTE2ZJ7EP9T5BG7,NA,No
SHTE2ZJ7FAHJEZU2,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,42,http://www.flipkart.com/search?q=SHTE2ZJ7FAHJEZU2,NA,No
SHTE2ZJ8FA6U8YZ6,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,61,http://www.flipkart.com/search?q=SHTE2ZJ8FA6U8YZ6,NA,No
SHTE2ZJ85CYFDCVZ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,61,http://www.flipkart.com/search?q=SHTE2ZJ85CYFDCVZ,NA,No
SHTE2ZJ8XZXMZXFD,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,61,http://www.flipkart.com/search?q=SHTE2ZJ8XZXMZXFD,NA,No
SHTE2ZJ8HBYYDXZJ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,57,http://www.flipkart.com/search?q=SHTE2ZJ8HBYYDXZJ,NA,No
SHTE2ZJ8ZDDHZ4VZ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,57,http://www.flipkart.com/search?q=SHTE2ZJ8ZDDHZ4VZ,NA,No
SHTE2ZJ8EGDF8Z5Q,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ8EGDF8Z5Q,NA,No
SHTE2ZJ8HSTC4ZJ5,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ8HSTC4ZJ5,NA,No
SHTE2ZJ8FXZ75SMS,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ8FXZ75SMS,NA,No
SHTE2ZJ8YYUZHGYP,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ8YYUZHGYP,NA,No
SHTE2ZJ82QZC3VYN,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ82QZC3VYN,NA,No
SHTE2ZJ7KBXEZQBK,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ7KBXEZQBK,NA,No
SHTE2ZJ7E5XHZE9G,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ7E5XHZE9G,NA,No
SHTE2ZJ7BKEAWMYF,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ7BKEAWMYF,NA,No
SHTE2ZJ7VWZME6H9,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ7VWZME6H9,NA,No
SHTE2ZJ75NQDQCK2,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,59,http://www.flipkart.com/search?q=SHTE2ZJ75NQDQCK2,NA,No
SHTE2ZJ7CQYZDGNK,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,50,http://www.flipkart.com/search?q=SHTE2ZJ7CQYZDGNK,NA,No
SHTE2ZJ7CKGECMFJ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2ZJ7CKGECMFJ,NA,No
SHTE2ZJ7R2SEQ2G3,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,50,http://www.flipkart.com/search?q=SHTE2ZJ7R2SEQ2G3,NA,No
SHTE2ZJ7QPRCERY5,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2ZJ7R2SEQ2G3,NA,No
SHTE2ZJ79GKWG9AZ,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,56,http://www.flipkart.com/search?q=SHTE2ZJ79GKWG9AZ,NA,No
SHTE2ZJ7TUERNVEX,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7TUERNVEX,NA,No
SHTE2ZJ7X7ZMHH44,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7X7ZMHH44,NA,No
SHTE2ZJ7GG9HBZMD,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7GG9HBZMD,NA,No
SHTE2ZJ7BVS8QRGP,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7BVS8QRGP,NA,No
SHTE2ZJ7CGDUMJAR,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,55,http://www.flipkart.com/search?q=SHTE2ZJ7CGDUMJAR,NA,No
SHTE2ZJ7XZTFHCUY,75026,2015-02-12,Crowdsourced,Regular Description,Lifestyle,MenClothing,MenClothing,MenClothing,MensShirt,Max,53,http://www.flipkart.com/search?q=SHTE2ZJ7XZTFHCUY,NA,No
STIEYGCK5CXXQWZ6,76932,2015-02-12,Inhouse,Regular Description,HomeAndFurniture,HomeDecor,HomeDecor,WallDecor,WallDecalAnSticker,WOW,83,http://www.flipkart.com/search?q=STIEYGCK5CXXQWZ6,NA,No
